"ID","FNAME","TALKERS"
"80","./playback/STIMULI/wavFilesTest/4236-8927-0059_4236-8927-0038_02_65_nspkrs_1.wav","1"
"81","./playback/STIMULI/wavFilesTest/4446-2275-0038_4446-2271-0006_04_53_nspkrs_1.wav","1"
"82","./playback/STIMULI/wavFilesTest/1578-6379-0042_1578-6379-0029_04_22_nspkrs_1.wav","1"
"83","./playback/STIMULI/wavFilesTest/6295-64301-0014_6295-244435-0029_04_57_nspkrs_1.wav","1"
"84","./playback/STIMULI/wavFilesTest/288-131218-0017_288-130994-0015_03_19_nspkrs_1.wav","1"
"85","./playback/STIMULI/wavFilesTest/1182-134316-0006_1182-133396-0000_02_88_nspkrs_1.wav","1"
"86","./playback/STIMULI/wavFilesTest/1089-134691-0018_1089-134686-0027_03_09_nspkrs_1.wav","1"
"87","./playback/STIMULI/wavFilesTest/667-158816-0029_667-105002-0038_02_96_nspkrs_1.wav","1"
"88","./playback/STIMULI/wavFilesTest/8190-284435-0012_8190-284435-0011_03_78_nspkrs_1.wav","1"
"89","./playback/STIMULI/wavFilesTest/1313-136054-0007_1313-135020-0039_03_51_nspkrs_1.wav","1"
"90","./playback/STIMULI/wavFilesTest/84-121123-0014_84-121123-0001_02_88_nspkrs_1.wav","1"
"91","./playback/STIMULI/wavFilesTest/7850-286674-0008_7850-286674-0001_02_75_nspkrs_1.wav","1"
"92","./playback/STIMULI/wavFilesTest/1183-133256-0009_1183-128659-0010_03_48_nspkrs_1.wav","1"
"93","./playback/STIMULI/wavFilesTest/7704-106974-0008_7704-106969-0000_04_68_nspkrs_1.wav","1"
"94","./playback/STIMULI/wavFilesTest/6930-81414-0010_6930-76324-0001_03_83_nspkrs_1.wav","1"
"95","./playback/STIMULI/wavFilesTest/8464-282934-0092_8464-282934-0065_02_94_nspkrs_1.wav","1"
"96","./playback/STIMULI/wavFilesTest/2853-164187-0022_2853-164187-0009_04_30_nspkrs_1.wav","1"
"97","./playback/STIMULI/wavFilesTest/7402-90848-0012_7402-59171-0045_04_77_nspkrs_1.wav","1"
"98","./playback/STIMULI/wavFilesTest/1337-10674-0044_1337-10674-0016_04_96_nspkrs_1.wav","1"
"99","./playback/STIMULI/wavFilesTest/8848-293963-0036_8848-293963-0009_04_54_nspkrs_1.wav","1"
"100","./playback/STIMULI/wavFilesTest/3168-173565-0052_3168-173565-0046_03_91_nspkrs_1.wav","1"
"101","./playback/STIMULI/wavFilesTest/5694-64029-0010_7569-102240-0015_03_85_nspkrs_2.wav","2"
"102","./playback/STIMULI/wavFilesTest/2194-141235-0023_3446-144019-0010_04_09_nspkrs_2.wav","2"
"103","./playback/STIMULI/wavFilesTest/1290-135762-0042_4260-176854-0018_02_85_nspkrs_2.wav","2"
"104","./playback/STIMULI/wavFilesTest/3536-8226-0031_5660-101854-0008_03_25_nspkrs_2.wav","2"
"105","./playback/STIMULI/wavFilesTest/2319-138656-0042_6553-82558-0023_02_75_nspkrs_2.wav","2"
"106","./playback/STIMULI/wavFilesTest/5684-46243-0050_84-121123-0018_03_21_nspkrs_2.wav","2"
"107","./playback/STIMULI/wavFilesTest/40-121026-0007_7140-72205-0023_04_95_nspkrs_2.wav","2"
"108","./playback/STIMULI/wavFilesTest/5776-46889-0109_7569-102240-0008_03_42_nspkrs_2.wav","2"
"109","./playback/STIMULI/wavFilesTest/5393-19218-0013_5895-34622-0018_04_98_nspkrs_2.wav","2"
"110","./playback/STIMULI/wavFilesTest/2618-138042-0022_6553-86683-0033_03_51_nspkrs_2.wav","2"
"111","./playback/STIMULI/wavFilesTest/2812-160187-0046_8195-117382-0121_04_63_nspkrs_2.wav","2"
"112","./playback/STIMULI/wavFilesTest/2830-3980-0004_6494-60801-0033_03_81_nspkrs_2.wav","2"
"113","./playback/STIMULI/wavFilesTest/576-129623-0090_8677-296078-0041_03_62_nspkrs_2.wav","2"
"114","./playback/STIMULI/wavFilesTest/1446-122614-0012_8095-274346-0020_03_59_nspkrs_2.wav","2"
"115","./playback/STIMULI/wavFilesTest/2300-131720-0024_672-122797-0066_04_77_nspkrs_2.wav","2"
"116","./playback/STIMULI/wavFilesTest/2823-160964-0029_5104-33406-0021_04_71_nspkrs_2.wav","2"
"117","./playback/STIMULI/wavFilesTest/311-124404-0019_8011-291458-0028_04_46_nspkrs_2.wav","2"
"118","./playback/STIMULI/wavFilesTest/3738-164927-0034_6531-61334-0131_02_86_nspkrs_2.wav","2"
"119","./playback/STIMULI/wavFilesTest/4236-8927-0076_6330-66016-0028_04_62_nspkrs_2.wav","2"
"120","./playback/STIMULI/wavFilesTest/1594-135914-0052_5776-46889-0111_03_56_nspkrs_2.wav","2"
"121","./playback/STIMULI/wavFilesTest/2428-83699-0033_5639-40744-0010_03_92_nspkrs_2.wav","2"
"122","./playback/STIMULI/wavFilesTest/1284-1181-0021_339-132717-0020_02_70_nspkrs_2.wav","2"
"123","./playback/STIMULI/wavFilesTest/5588-39648-0042_7495-252341-0013_02_88_nspkrs_2.wav","2"
"124","./playback/STIMULI/wavFilesTest/5206-19376-0003_6458-61323-0013_03_99_nspkrs_2.wav","2"
"125","./playback/STIMULI/wavFilesTest/3259-158083-0099_83-9960-0005_03_01_nspkrs_2.wav","2"
"126","./playback/STIMULI/wavFilesTest/1264-129805-0033_1387-134991-0025_04_14_nspkrs_2.wav","2"
"127","./playback/STIMULI/wavFilesTest/5401-39515-0004_6241-61943-0001_03_31_nspkrs_2.wav","2"
"128","./playback/STIMULI/wavFilesTest/1552-140651-0035_2368-157057-0033_03_98_nspkrs_2.wav","2"
"129","./playback/STIMULI/wavFilesTest/1100-124547-0024_6829-68771-0028_03_65_nspkrs_2.wav","2"
"130","./playback/STIMULI/wavFilesTest/5147-32136-0028_55-121069-0044_03_44_nspkrs_2.wav","2"
"131","./playback/STIMULI/wavFilesTest/476-134312-0011_8619-291384-0027_04_08_nspkrs_2.wav","2"
"132","./playback/STIMULI/wavFilesTest/4592-26872-0023_5142-36586-0004_03_68_nspkrs_2.wav","2"
"133","./playback/STIMULI/wavFilesTest/1502-122619-0087_227-126539-0056_04_75_nspkrs_2.wav","2"
"134","./playback/STIMULI/wavFilesTest/1183-128659-0014_3615-14674-0057_03_03_nspkrs_2.wav","2"
"135","./playback/STIMULI/wavFilesTest/3752-4943-0012_6115-58776-0043_03_40_nspkrs_2.wav","2"
"136","./playback/STIMULI/wavFilesTest/3792-176660-0030_5092-28465-0084_03_88_nspkrs_2.wav","2"
"137","./playback/STIMULI/wavFilesTest/6295-244435-0028_7188-104637-0037_02_56_nspkrs_2.wav","2"
"138","./playback/STIMULI/wavFilesTest/3654-171138-0012_777-126732-0043_02_67_nspkrs_2.wav","2"
"139","./playback/STIMULI/wavFilesTest/6848-252322-0023_8527-281131-0007_02_76_nspkrs_2.wav","2"
"140","./playback/STIMULI/wavFilesTest/7754-105383-0049_7783-107486-0039_03_84_nspkrs_2.wav","2"
"141","./playback/STIMULI/wavFilesTest/1473-135657-0087_5694-64029-0032_02_85_nspkrs_2.wav","2"
"142","./playback/STIMULI/wavFilesTest/3170-137482-0029_4335-15082-0020_02_90_nspkrs_2.wav","2"
"143","./playback/STIMULI/wavFilesTest/1970-10594-0029_288-131220-0009_03_54_nspkrs_2.wav","2"
"144","./playback/STIMULI/wavFilesTest/5918-46890-0084_777-126732-0054_02_54_nspkrs_2.wav","2"
"145","./playback/STIMULI/wavFilesTest/2368-157056-0024_3607-29116-0043_04_41_nspkrs_2.wav","2"
"146","./playback/STIMULI/wavFilesTest/5339-14134-0036_667-105002-0041_02_83_nspkrs_2.wav","2"
"147","./playback/STIMULI/wavFilesTest/3009-10327-0018_3866-9919-0029_02_98_nspkrs_2.wav","2"
"148","./playback/STIMULI/wavFilesTest/4014-186176-0035_777-126732-0080_02_85_nspkrs_2.wav","2"
"149","./playback/STIMULI/wavFilesTest/4108-2772-0031_5389-4861-0003_04_14_nspkrs_2.wav","2"
"150","./playback/STIMULI/wavFilesTest/5740-97610-0037_6782-61316-0044_03_73_nspkrs_2.wav","2"
"151","./playback/STIMULI/wavFilesTest/2039-141208-0041_7874-110243-0082_04_30_nspkrs_2.wav","2"
"152","./playback/STIMULI/wavFilesTest/5767-48579-0002_777-126732-0053_03_58_nspkrs_2.wav","2"
"153","./playback/STIMULI/wavFilesTest/1089-134686-0032_7832-258250-0055_04_09_nspkrs_2.wav","2"
"154","./playback/STIMULI/wavFilesTest/5883-59268-0062_8028-233382-0047_03_27_nspkrs_2.wav","2"
"155","./playback/STIMULI/wavFilesTest/6313-66125-0018_6531-61334-0061_02_96_nspkrs_2.wav","2"
"156","./playback/STIMULI/wavFilesTest/61-70970-0016_7938-109179-0025_04_37_nspkrs_2.wav","2"
"157","./playback/STIMULI/wavFilesTest/8297-275154-0021_8705-290363-0058_04_81_nspkrs_2.wav","2"
"158","./playback/STIMULI/wavFilesTest/3242-8112-0024_3483-115968-0007_03_06_nspkrs_2.wav","2"
"159","./playback/STIMULI/wavFilesTest/4238-12538-0036_7342-254918-0046_03_73_nspkrs_2.wav","2"
"160","./playback/STIMULI/wavFilesTest/1898-145724-0024_434-132644-0032_04_10_nspkrs_2.wav","2"
"161","./playback/STIMULI/wavFilesTest/3374-298026-0046_7460-92002-0033_03_96_nspkrs_2.wav","2"
"162","./playback/STIMULI/wavFilesTest/5386-8684-0008_7176-92135-0007_03_85_nspkrs_2.wav","2"
"163","./playback/STIMULI/wavFilesTest/2285-149890-0001_500-125123-0042_02_88_nspkrs_2.wav","2"
"164","./playback/STIMULI/wavFilesTest/2012-139356-0005_3686-171133-0055_04_49_nspkrs_2.wav","2"
"165","./playback/STIMULI/wavFilesTest/718-129597-0066_8063-274112-0003_03_84_nspkrs_2.wav","2"
"166","./playback/STIMULI/wavFilesTest/4992-41797-0006_7302-86815-0020_04_55_nspkrs_2.wav","2"
"167","./playback/STIMULI/wavFilesTest/500-125123-0077_55-121068-0057_04_97_nspkrs_2.wav","2"
"168","./playback/STIMULI/wavFilesTest/581-126955-0049_815-130105-0020_04_74_nspkrs_2.wav","2"
"169","./playback/STIMULI/wavFilesTest/3686-171134-0018_770-134592-0023_03_26_nspkrs_2.wav","2"
"170","./playback/STIMULI/wavFilesTest/1052-139307-0016_8014-112602-0024_03_13_nspkrs_2.wav","2"
"171","./playback/STIMULI/wavFilesTest/2514-149482-0072_5105-28240-0007_04_95_nspkrs_2.wav","2"
"172","./playback/STIMULI/wavFilesTest/1054-143005-0054_1898-145724-0023_03_04_nspkrs_2.wav","2"
"173","./playback/STIMULI/wavFilesTest/4507-16021-0018_5338-24640-0000_03_38_nspkrs_2.wav","2"
"174","./playback/STIMULI/wavFilesTest/1919-142785-0052_6918-61317-0035_03_10_nspkrs_2.wav","2"
"175","./playback/STIMULI/wavFilesTest/6505-231838-0031_6918-61317-0031_04_53_nspkrs_2.wav","2"
"176","./playback/STIMULI/wavFilesTest/2843-152918-0008_8619-291374-0019_04_68_nspkrs_2.wav","2"
"177","./playback/STIMULI/wavFilesTest/2709-158074-0036_5142-33396-0010_03_24_nspkrs_2.wav","2"
"178","./playback/STIMULI/wavFilesTest/2473-155521-0023_4806-26894-0048_02_92_nspkrs_2.wav","2"
"179","./playback/STIMULI/wavFilesTest/2853-164188-0026_6937-262269-0040_03_54_nspkrs_2.wav","2"
"180","./playback/STIMULI/wavFilesTest/1040-133433-0054_7475-232691-0026_04_16_nspkrs_2.wav","2"
"181","./playback/STIMULI/wavFilesTest/398-130093-0003_6295-244435-0040_03_91_nspkrs_2.wav","2"
"182","./playback/STIMULI/wavFilesTest/200-124140-0033_6828-64738-0006_02_71_nspkrs_2.wav","2"
"183","./playback/STIMULI/wavFilesTest/1963-147036-0027_3738-176680-0023_04_04_nspkrs_2.wav","2"
"184","./playback/STIMULI/wavFilesTest/237-134500-0019_4195-186238-0000_02_86_nspkrs_2.wav","2"
"185","./playback/STIMULI/wavFilesTest/159-135897-0060_4226-185488-0017_04_03_nspkrs_2.wav","2"
"186","./playback/STIMULI/wavFilesTest/1323-138548-0027_8635-295756-0035_04_52_nspkrs_2.wav","2"
"187","./playback/STIMULI/wavFilesTest/5049-25947-0011_7460-92002-0033_03_85_nspkrs_2.wav","2"
"188","./playback/STIMULI/wavFilesTest/6544-67863-0019_7752-110522-0018_04_66_nspkrs_2.wav","2"
"189","./playback/STIMULI/wavFilesTest/7188-82904-0005_8619-291379-0027_03_89_nspkrs_2.wav","2"
"190","./playback/STIMULI/wavFilesTest/2053-138901-0049_7117-86710-0013_02_65_nspkrs_2.wav","2"
"191","./playback/STIMULI/wavFilesTest/2570-157243-0021_3738-176680-0008_03_52_nspkrs_2.wav","2"
"192","./playback/STIMULI/wavFilesTest/4837-302000-0019_5393-19219-0022_04_26_nspkrs_2.wav","2"
"193","./playback/STIMULI/wavFilesTest/1246-135815-0016_2582-155972-0027_03_60_nspkrs_2.wav","2"
"194","./playback/STIMULI/wavFilesTest/115-122944-0032_4899-32637-0006_04_54_nspkrs_2.wav","2"
"195","./playback/STIMULI/wavFilesTest/6294-86679-0038_8464-282934-0001_02_83_nspkrs_2.wav","2"
"196","./playback/STIMULI/wavFilesTest/4854-24731-0065_7139-75360-0016_04_69_nspkrs_2.wav","2"
"197","./playback/STIMULI/wavFilesTest/1050-134119-0002_6388-64974-0060_02_92_nspkrs_2.wav","2"
"198","./playback/STIMULI/wavFilesTest/5637-41170-0032_6574-120583-0022_02_79_nspkrs_2.wav","2"
"199","./playback/STIMULI/wavFilesTest/2494-156014-0003_2803-154320-0010_04_06_nspkrs_2.wav","2"
"200","./playback/STIMULI/wavFilesTest/6319-64726-0010_7276-90847-0037_04_96_nspkrs_2.wav","2"
